"journal_issue_id","citedMedium","volume","issue","publication_date","journal_sk"
1238,"Print","126","1-3","1976-01-09",689
1239,"Print","51","7","1975-03-10",296
1240,"Print","69","18","1975-09-15",297
1241,"Print","69","24","1975-12-15",297
1242,"Print","50","1","1975-01-01",299
1243,"Print","13","11","1975-11-01",300
1244,"Print","13","8","1975-08-01",300
1245,"Print","85","1","1976-01-02",301
1246,"Print","30","5","1975-09-01",690
1247,"Print","30","6","1975-11-01",690
1248,"Print","183","2","1975-01-01",691
1249,"Print","80","3","1975-11-01",692
1250,"Print","","2","1975-03-01",537
1251,"Print","98","1","1976-01-01",310
1252,"Print","11","3","1975-05-01",693
1253,"Print","","12","1975-12-01",313
1254,"Print","22","4","1975-01-01",694
1255,"Print","11","5","1975-09-01",693
1256,"Print","23","1","1976-01-01",695
1257,"Print","141","8","1975-01-01",539
1258,"Print","81","3","1976-03-01",696
1259,"Print","6","4","1975-12-01",697
1260,"Print","33","4","1975-12-30",698
1261,"Print","34","1","1976-01-31",698
1262,"Print","29","3","1975-01-01",543
1263,"Print","65","1","1976-01-01",699
1264,"Print","84","1","1976-01-01",700
1265,"Print","84","1","1976-02-01",701
1266,"Print","96","1","1976-01-01",546
1267,"Print","53","2","1976-02-01",702
1268,"Print","16","6","1975-11-01",703
1269,"Print","199","1-2","1976-01-01",704
1270,"Print","587","","1976-01-01",705
1271,"Print","2","","1975-01-01",706
1272,"Print","21","","1976-01-01",707
1273,"Print","11","","1975-01-01",708
1274,"Print","13","","1975-01-01",708
1275,"Print","29","2","1976-02-01",557
1276,"Print","65","2","1976-02-01",709
1277,"Print","69","3","1976-03-01",710
1278,"Print","230","1","1976-01-01",330
1279,"Print","126","2","1976-02-01",711
1280,"Print","13","1","1976-01-01",712
1281,"Print","23","1","1976-01-01",713
1282,"Print","69","2","1975-12-01",335
1283,"Print","3","3","1975-07-01",714
1284,"Print","81","2","1976-02-01",336
1285,"Print","44","2","1976-02-01",338
1286,"Print","84","2","1976-02-01",341
1287,"Print","126","2","1975-09-01",715
1288,"Print","260","","1975-10-03",342
1289,"Print","7","4","1975-08-01",572
1290,"Print","172","1","1976-01-01",345
1291,"Print","1","3","1975-12-01",716
1292,"Print","107","1","1976-02-01",349
1293,"Print","33","2","1976-02-01",351
1294,"Print","23","3","1975-01-01",717
1295,"Print","23","5","1975-01-01",717
1296,"Print","100","2","1976-02-01",718
1297,"Print","111","2","1976-02-01",354
1298,"Print","34","4","1975-12-18",355
1299,"Print","33","3","1976-03-01",357
1300,"Print","22","2","1975-02-01",719
1301,"Print","18","4","1975-12-01",720
1302,"Print","151","2","1975-11-01",361
1303,"Print","151","3","1975-12-01",361
1304,"Print","68","2","1976-01-26",2
1305,"Print","24","24","1975-12-15",3
1306,"Print","25","1","1976-01-01",3
1307,"Print","25","12","1975-01-01",4
1308,"Print","51","18","1975-09-30",590
1309,"Print","51","18 Pt2","1975-10-30",590
1310,"Print","140","6","1976-03-16",591
1311,"Print","48","2","1976-02-01",5
1312,"Print","93","6","1975-12-01",7
1313,"Print","32","3","1976-03-01",8
1314,"Print","83","1","1976-01-01",721
1315,"Print","15","3","1976-02-10",10
1316,"Print","15","5","1976-03-09",10
1317,"Print","15","6","1976-03-23",10
1318,"Print","420","2","1976-02-20",11
1319,"Print","421","2","1976-02-24",11
1320,"Print","424","2","1976-02-23",11
1321,"Print","425","2","1976-03-04",11
1322,"Print","426","2","1976-03-05",11
1323,"Print","12","5","1975-06-01",367
1324,"Print","21","1","1976-01-01",12
1325,"Print","51","1","1976-02-01",722
1326,"Print","15","3","1976-03-01",369
1327,"Print","15","4","1976-04-01",369
1328,"Print","18","2","1976-02-01",371
1329,"Print","80","11","1975-11-01",16
1330,"Print","47","3","1976-03-01",373
1331,"Print","11","5","1975-09-01",22
1332,"Print","56","1","1976-01-01",21
1333,"Print","56","2","1976-02-01",21
1334,"Print","128","","1976-02-01",377
1335,"Print","128","","1976-03-01",377
1336,"Print","63","2","1976-02-01",24
1337,"Print","1","6007","1976-02-21",25
1338,"Print","1","6010","1976-03-13",25
1339,"Print","1","6011","1976-03-20",25
1340,"Print","103","1","1976-02-13",26
1341,"Print","103","2","1976-02-20",26
1342,"Print","105","1","1976-03-19",26
1343,"Print","19","4","1976-03-31",723
1344,"Print","23","2","1976-03-01",28
1345,"Print","53","12","1975-12-01",378
1346,"Print","54","1","1976-01-01",378
1347,"Print","21","12","1975-12-01",31
1348,"Print","22","3","1976-03-01",31
1349,"Print","54","2","1976-02-01",380
1350,"Print","114","2","1976-01-24",724
1351,"Print","37","2","1976-02-01",599
1352,"Print","60","3","1975-01-01",725
1353,"Print","114","51","1975-12-19",35
1354,"Print","115","2-3","1976-01-23",35
1355,"Print","12","3-4","1976-03-01",37
1356,"Print","23","11","1975-11-01",726
1357,"Print","23","12","1975-12-01",726
1358,"Print","281","20","1975-11-17",38
1359,"Print","281","21","1975-11-24",38
1360,"Print","53","3 Suppl","1976-03-01",727
1361,"Print","22","3","1976-03-01",41
1362,"Print","22","4","1976-04-01",41
1363,"Print","67","1","1976-02-16",42
1364,"Print","24","2","1976-01-01",43
1365,"Print","15","3","1976-03-01",45
1366,"Print","50","2","1976-02-01",46
1367,"Print","50","3","1976-03-01",46
1368,"Print","72","2","1975-01-31",728
1369,"Print","75","6","1975-12-31",728
1370,"Print","53","4","1976-01-01",48
1371,"Print","54","1","1976-01-01",48
1372,"Print","53","2","1976-01-01",388
1373,"Print","53","3","1976-01-01",388
1374,"Print","52","2","1975-12-01",49
1375,"Print","53","1","1976-01-01",49
1376,"Print","4","1","1975-01-01",729
1377,"Print","66","1","1976-01-01",730
1378,"Print","3","3","1975-12-01",731
1379,"Print","10","","1976-01-01",732
1380,"Print","72","","1975-01-01",733
1381,"Print","37","3","1976-03-01",390
1382,"Print","37","4","1976-04-01",390
1383,"Print","2","3","1975-07-01",734
1384,"Print","4","1","1976-01-01",391
1385,"Print","13","23","1975-11-07",392
1386,"Print","101","12","1976-03-19",61
1387,"Print","101","13","1976-03-26",61
1388,"Print","92","4","1976-01-01",395
1389,"Print","31","2","1976-02-01",735
1390,"Print","62","2","1976-02-16",68
1391,"Print","11","11","1975-11-01",736
1392,"Print","11suppl","","1975-08-01",736
1393,"Print","6","1","1976-01-30",70
1394,"Print","35","1","1976-01-01",609
1395,"Print","98","1","1976-03-01",71
1396,"Print","50","3","1976-03-01",400
1397,"Print","39","1","1976-02-01",737
1398,"Print","32","3","1976-03-15",401
1399,"Print","30","3","1975-01-01",612
1400,"Print","31","2","1976-02-01",402
1401,"Print","31","3","1976-03-01",73
1402,"Print","62","SUPPL","1976-02-04",403
1403,"Print","39","1","1976-01-01",613
1404,"Print","62","2","1976-02-15",403
1405,"Print","24","3","1975-05-01",738
1406,"Print","27","3","1976-03-01",739
1407,"Print","24","6","1975-11-01",738
1408,"Print","62","2","1976-02-01",75
1409,"Print","25","1","1976-01-01",738
1410,"Print","49","1","1976-03-01",80
1411,"Print","66","5","1975-10-01",740
1412,"Print","36","2","1976-02-01",616
1413,"Print","47","2","1976-02-01",741
1414,"Print","16","12","1975-12-01",83
1415,"Print","14","1","1976-01-01",88
1416,"Print","94","3","1976-01-22",89
1417,"Print","5","1","1975-01-01",742
1418,"Print","5","3","1975-07-01",742
1419,"Print","357","2","1976-02-01",91
1420,"Print","12","2","1975-06-01",743
1421,"Print","12","3","1975-09-01",743
1422,"Print","13","1","1976-01-01",96
1423,"Print","3","1","1976-02-01",414
1424,"Print","13","2","1976-03-01",418
1425,"Print","20","2","1975-01-01",744
1426,"Print","17","1","1976-01-01",626
1427,"Print","11","12","1975-12-01",109
1428,"Print","27","2","1976-02-01",745
1429,"Print","24","6","1975-11-01",627
1430,"Print","121","Pt 1","1976-02-01",746
1431,"Print","125","3","1976-03-01",117
1432,"Print","251","5","1976-03-10",119
1433,"Print","251","6","1976-03-25",119
1434,"Print","4","1","1976-01-01",747
1435,"Print","10","2","1976-03-01",748
1436,"Print","69","1","1976-04-01",121
1437,"Print","87","3","1976-03-01",122
1438,"Print","","5","1976-01-01",124
1439,"Print","118","3","1976-04-07",125
1440,"Print","3","1","1976-01-01",126
1441,"Print","3","2","1976-02-01",126
1442,"Print","57","2","1976-02-01",127
1443,"Print","44","2","1976-04-01",131
1444,"Print","16","2-3","1976-02-01",129
1445,"Print","24","2","1976-03-01",134
1446,"Print","98","7","1976-03-31",135
1447,"Print","98","8","1976-04-14",135
1448,"Print","24","4","1976-04-01",749
1449,"Print","4","7","1975-01-01",137
1450,"Print","116","3","1976-03-01",434
1451,"Print","116","4","1976-04-01",434
1452,"Print","10","1","1976-01-01",631
1453,"Print","133","3","1976-03-01",140
1454,"Print","17","1","1976-01-01",143
1455,"Print","68","02","1976-02-01",145
1456,"Print","68","1","1976-01-01",145
1457,"Print","68","3","1976-03-01",145
1458,"Print","143","4","1976-04-01",147
1459,"Print","195","1","1976-01-01",148
1460,"Print","92","2","1976-02-01",151
1461,"Print","162","3","1976-03-01",152
1462,"Print","26","1","1976-01-01",153
1463,"Print","26","2","1976-02-01",153
1464,"Print","17","4","1976-04-01",750
1465,"Print","41","6","1976-03-19",157
1466,"Print","78","12","1975-12-20",751
1467,"Print","88","4 Pt 1","1976-04-01",441
1468,"Print","62","1","1976-02-01",752
1469,"Print","95","11","1975-11-01",753
1470,"Print","65","1","1976-01-01",159
1471,"Print","65","2","1976-02-01",159
1472,"Print","196","2","1976-02-01",160
1473,"Print","255","2","1976-02-01",161
1474,"Print","46","2","1976-03-01",446
1475,"Print","19","3","1976-03-01",164
1476,"Print","51","4","1976-04-01",166
1477,"Print","26","1","1976-02-17",167
1478,"Print","25","3-4",NA,167
1479,"Print","100","3","1976-01-25",169
1480,"Print","100","4","1976-02-05",169
1481,"Print","8","1","1976-01-01",450
1482,"Print","8","2","1976-02-01",450
1483,"Print","56","1","1976-01-01",452
1484,"Print","56","2","1976-02-01",452
1485,"Print","56","4","1976-04-01",452
1486,"Print","68","1","1976-01-01",754
1487,"Print","16","3","1976-03-01",170
1488,"Print","17","2","1976-02-01",171
1489,"Print","17","3","1976-03-01",171
1490,"Print","235","19","1976-05-10",174
1491,"Print","21","1","1976-01-01",755
1492,"Print","17","5","1975-05-01",756
1493,"Print","25","5","1975-10-01",457
1494,"Print","29","2","1976-01-01",757
1495,"Print","44","1","1976-01-01",758
1496,"Print","","7","1975-06-01",759
1497,"Print","28","1","1975-01-01",760
1498,"Print","54","3","1976-02-01",185
1499,"Print","54","5","1976-03-01",185
1500,"Print","20","2","1976-02-01",761
1501,"Print","19","1","1976-01-01",462
1502,"Print","19","","1976-01-01",762
1503,"Print","15","1","1975-01-01",763
1504,"Print","4","3","1975-01-01",464
1505,"Print","72","47","1975-11-19",191
1506,"Print","73","12","1976-03-17",191
1507,"Print","73","8","1976-02-18",191
1508,"Print","20","8","1975-10-01",466
1509,"Print","17","12","1975-12-15",192
1510,"Print","18","2","1976-01-15",192
1511,"Print","18","3","1976-02-01",192
1512,"Print","18","4","1976-02-15",192
1513,"Print","18","5","1976-03-01",192
1514,"Print","104","4","1976-04-01",196
1515,"Print","27","7","1976-02-13",197
1516,"Print","","2-3 Pt 1","1976-01-01",764
1517,"Print","71","9","1976-02-27",202
1518,"Print","37","5","1975-09-01",649
1519,"Print","57","2","1976-02-01",765
1520,"Print","44","5","1975-09-01",650
1521,"Print","12","1","1976-01-01",472
1522,"Print","10","2","1976-02-16",205
1523,"Print","9","1","1975-01-01",652
1524,"Print","123","5","1975-05-01",766
1525,"Print","9","2","1975-03-01",652
1526,"Print","294","14","1976-04-01",207
1527,"Print","294","17","1976-04-22",207
1528,"Print","294","19","1976-05-06",207
1529,"Print","294","20","1976-05-13",207
1530,"Print","259","5543","1976-02-12",208
1531,"Print","260","5547","1976-03-11",208
1532,"Print","260","5549","1976-03-25",208
1533,"Print","120","13","1976-03-27",656
1534,"Print","120","9","1976-02-28",656
1535,"Print","47","2","1976-02-01",658
1536,"Print","14","12","1975-12-01",213
1537,"Print","42","1","1976-01-01",767
1538,"Print","34","2","1976-02-01",768
1539,"Print","38","1","1976-01-01",769
1540,"Print","41","7-8","1975-07-01",767
1541,"Print","32","3-4","1975-01-01",770
1542,"Print","6","2","1975-01-01",771
1543,"Print","7","1","1976-01-01",772
1544,"Print","117","11","1976-03-14",484
1545,"Print","","9","1975-09-01",773
1546,"Print","361","3","1976-02-24",225
1547,"Print","9","4","1975-07-01",774
1548,"Print","362","1","1976-03-11",225
1549,"Print","4","42","1975-12-06",226
1550,"Print","4","45","1975-12-27",226
1551,"Print","4","46 Suppl","1975-12-31",226
1552,"Print","5","7","1976-02-14",226
1553,"Print","11","1","1976-03-01",775
1554,"Print","55","3","1976-01-01",227
1555,"Print","31","3","1976-01-19",228
1556,"Print","31","5","1976-02-02",228
1557,"Print","48","2","1976-02-01",776
1558,"Print","51 Suppl 1","","1975-01-01",777
1559,"Print","65","2","1976-01-13",666
1560,"Print","65","3","1976-01-20",666
1561,"Print","72","1","1976-02-01",778
1562,"Print","73","3","1976-03-01",231
1563,"Print","21","6","1975-11-01",779
1564,"Print","192","1107","1976-01-20",492
1565,"Print","192","1108","1976-02-17",492
1566,"Print","68","12","1975-12-01",232
1567,"Print","151","3","1976-03-01",493
1568,"Print","50","12","1975-01-01",233
1569,"Print","51","3","1976-01-01",233
1570,"Print","30","11","1975-11-01",234
1571,"Print","30","12","1975-12-01",234
1572,"Print","31","1","1976-01-01",234
1573,"Print","273","923","1975-12-18",496
1574,"Print","273","926","1976-02-26",496
1575,"Print","274","928","1976-03-04",496
1576,"Print","15","5","1975-10-01",780
1577,"Print","46","1","1976-01-01",241
1578,"Print","12","2","1976-04-01",242
1579,"Print","11","3","1975-09-01",781
1580,"Print","11","1","1976-01-01",782
1581,"Print","15","6","1975-11-01",783
1582,"Print","140","3","1976-02-15",499
1583,"Print","46","2","1975-03-01",784
1584,"Print","9","","1976-01-01",251
1585,"Print","54","","1975-01-01",785
1586,"Print","13","2","1976-02-01",254
1587,"Print","27","6","1975-11-01",258
1588,"Print","31","3","1976-02-01",786
1589,"Print","84","2","1976-03-01",259
1590,"Print","5","1","1976-01-01",787
1591,"Print","47","3","1975-05-01",505
1592,"Print","106","9","1976-02-28",677
1593,"Print","21","1","1976-01-01",788
1594,"Print","191","4232","1976-03-19",512
1595,"Print","192","4234","1976-04-02",512
1596,"Print","192","4238","1976-04-30",512
1597,"Print","6","3","1975-09-01",789
1598,"Print","50","7","1976-02-14",267
1599,"Print","50","8","1976-02-21",267
1600,"Print","63","5","1976-03-20",790
1601,"Print","43","7","1976-04-08",274
1602,"Print","96","6","1976-02-28",791
1603,"Print","30","5","1975-09-01",518
1604,"Print","96","7","1976-03-10",791
1605,"Print","96","9-10","1976-03-30",791
1606,"Print","13","6","1975-12-01",520
1607,"Print","151","1","1976-01-01",683
1608,"Print","151","2","1976-02-01",683
1609,"Print","8","1","1976-02-01",792
1610,"Print","7","1","1976-01-01",280
1611,"Print","138","15","1976-04-05",285
1612,"Print","48","1","1976-01-01",284
1613,"Print","98","10","1976-03-06",289
1614,"Print","98","5","1976-01-31",289
1615,"Print","69","2","1976-02-01",291
1616,"Print","70","1","1976-03-01",291
1617,"Print","","7","1975-07-01",688
1618,"Print","","8","1975-08-01",688
1619,"Print","47","2","1975-03-01",793
1620,"Print","124","3","1976-03-01",532
1621,"Print","","2","1975-03-01",533
1622,"Print","22","1","1976-01-01",794
1623,"Print","88","2","1976-01-23",795
1624,"Print","87","22","1975-11-01",795
1625,"Print","35","","1975-01-01",796
1626,"Print","47","","1976-01-01",796
1627,"Print","125","28","1975-09-19",689
1628,"Print","15","8","1975-01-01",294
1629,"Print","69","6","1975-03-15",297
1630,"Print","30","24","1975-12-15",298
1631,"Print","179","6","1975-12-01",797
1632,"Print","85","2","1976-02-25",301
1633,"Print","48","1","1975-12-11",798
1634,"Print","85","5","1976-03-10",799
1635,"Print","35","1-2","1976-01-01",536
1636,"Print","","3","1975-05-01",537
1637,"Print","130","6","1975-01-01",308
1638,"Print","130","7","1975-01-01",308
1639,"Print","234","1","1976-01-01",311
1640,"Print","26","1-2","1975-01-01",800
1641,"Print","34","9","1975-01-01",314
1642,"Print","30","6","1975-01-01",801
1643,"Print","17","4","1975-01-01",316
1644,"Print","34","2","1976-03-15",698
1645,"Print","33","2","1975-01-01",802
1646,"Print","75","5","1975-09-01",803
1647,"Print","13","1","1976-01-01",321
1648,"Print","25","1","1975-01-01",804
1649,"Print","96","2","1976-02-01",546
1650,"Print","199","3","1976-01-01",704
1651,"Print","18","","1976-01-01",805
1652,"Print","30","6","1975-11-01",806
1653,"Print","14","","1976-01-01",807
1654,"Print","14","","1976-01-01",808
1655,"Print","5","5","1975-12-01",551
1656,"Print","37","4","1976-03-31",555
1657,"Print","3","6","1975-11-01",809
1658,"Print","130","3","1976-03-01",558
1659,"Print","33","3","1976-03-01",810
1660,"Print","21","1","1976-01-01",811
1661,"Print","42","3","1976-03-01",561
1662,"Print","124","7","1976-04-01",328
1663,"Print","271","1","1976-01-01",812
1664,"Print","230","2","1976-02-01",330
1665,"Print","147","5","1975-09-01",813
1666,"Print","133","3","1976-03-01",331
1667,"Print","25","1","1976-01-01",333
1668,"Print","131","3","1976-03-01",564
1669,"Print","14","2","1975-01-01",814
1670,"Print","198","1","1976-01-16",815
1671,"Print","70","1","1976-01-01",335
1672,"Print","31","1","1976-01-01",816
1673,"Print","101","1200","1976-03-01",337
1674,"Print","184","4","1976-04-01",817
1675,"Print","37","3","1976-03-01",339
1676,"Print","32","5","1975-09-01",818
1677,"Print","55","2","1976-03-01",568
1678,"Print","42","3","1976-03-01",819
1679,"Print","84","4","1976-04-01",341
1680,"Print","264","","1975-12-30",342
1681,"Print","50","5","1975-09-01",820
1682,"Print","33","6-7","1975-06-01",821
1683,"Print","38","","1976-01-01",822
1684,"Print","10","4","1975-10-01",823
1685,"Print","21","","1976-01-01",824
1686,"Print","9","1","1976-01-01",575
1687,"Print","9","3","1976-03-01",575
1688,"Print","172","2","1976-02-01",345
1689,"Print","173","1","1976-03-01",345
1690,"Internet","51","2","1976-02-01",347
1691,"Print","21","3","1976-03-01",578
1692,"Print","31","2","1976-03-01",825
1693,"Print","136","3","1976-03-01",580
1694,"Print","7","1","1976-01-01",826
1695,"Print","107","2","1975-09-01",349
1696,"Print","107","2","1976-03-19",349
1697,"Print","23","6","1975-01-01",717
1698,"Print","308","12","1975-12-01",353
1699,"Print","30","1","1975-01-01",827
1700,"Print","70","2","1976-02-01",828
1701,"Print","37","6","1975-01-01",356
1702,"Print","9","4","1975-12-01",829
1703,"Print","47","3","1976-03-01",589
1704,"Print","33","","1975-01-01",830
1705,"Print","70","6","1975-11-01",831
1706,"Print","153","1","1976-01-01",361
1707,"Print","152","2","1975-11-01",361
1708,"Print","14","2","1975-10-01",1
1709,"Print","68","3","1976-02-09",2
1710,"Print","69","1","1976-03-08",2
1711,"Print","25","2","1976-01-15",3
1712,"Print","88","","1975-01-01",832
1713,"Print","2","5","1976-03-01",833
1714,"Print","38","2","1976-02-01",834
1715,"Print","38","3","1976-03-01",834
1716,"Print","48","3","1976-03-01",5
1717,"Print","32","1","1976-01-01",8
1718,"Print","15","7","1976-04-06",10
1719,"Print","423","3","1976-03-12",11
1720,"Print","424","3","1976-03-26",11
1721,"Print","425","3","1976-03-17",11
1722,"Print","425","4","1976-04-02",11
1723,"Print","426","4","1976-04-05",11
1724,"Print","427","1","1976-03-18",11
1725,"Print","428","1","1976-03-25",11
1726,"Print","429","1","1976-03-11",11
1727,"Print","429","2","1976-04-08",11
1728,"Print","430","1","1976-04-09",11
1729,"Print","432","1","1976-04-15",11
1730,"Print","433","1","1976-04-16",11
1731,"Print","5","3","1976-01-01",835
1732,"Print","57","10","1975-01-01",365
1733,"Print","57","11-12","1975-11-01",365
1734,"Print","57","8","1975-01-01",365
1735,"Print","57","9","1975-01-01",365
1736,"Print","12","4","1975-05-01",367
1737,"Print","8","1","1975-01-01",836
1738,"Print","13","1","1975-08-01",367
1739,"Print","22","5","1975-09-01",596
1740,"Print","23","3","1975-04-10",596
1741,"Print","23","4","1975-04-30",596
1742,"Print","15","5","1976-05-01",369
1743,"Print","3","1","1976-02-01",837
1744,"Print","80","9","1975-09-01",16
1745,"Print","47","4","1976-04-01",373
1746,"Print","47","5","1976-05-01",373
1747,"Print","59","166","1975-09-01",838
1748,"Print","15","4","1976-04-01",17
1749,"Print","56","3","1976-03-01",21
1750,"Print","56","4","1976-04-01",21
1751,"Print","128","","1976-04-01",377
1752,"Print","47","7","1975-01-01",23
1753,"Print","1","6009","1976-03-06",25
1754,"Print","1","6012","1976-03-27",25
1755,"Print","1","6013","1976-04-03",25
1756,"Print","105","3","1976-04-09",26
1757,"Print","","2","1976-04-20",723
1758,"Print","20","1","1976-04-13",723
1759,"Print","54","2","1976-02-01",378
1760,"Print","54","3","1976-03-01",378
1761,"Print","53","6","1975-12-01",30
1762,"Print","22","2","1976-02-01",31
1763,"Print","22","4","1976-04-01",31
1764,"Print","114","8","1976-04-17",724
1765,"Print","37","3","1976-03-01",599
1766,"Print","37","4","1976-04-01",599
1767,"Print","36","4","1976-04-01",32
1768,"Print","46","2","1976-02-01",33
1769,"Print","115","13","1976-04-02",35
1770,"Print","9","1","1976-01-01",839
1771,"Print","21","2","1976-02-01",36
1772,"Print","25","2","1976-01-01",840
1773,"Print","281","24","1975-12-22",38
1774,"Print","282","1","1976-01-05",38
1775,"Print","282","3","1976-01-19",38
1776,"Print","9","2","1976-04-01",40
1777,"Print","22","5","1976-05-01",41
1778,"Print","66","1","1976-01-02",42
1779,"Print","67","3","1976-03-15",42
1780,"Print","68","1","1976-04-01",42
1781,"Print","68","2","1976-04-15",42
1782,"Print","9","3","1976-03-01",841
1783,"Print","23","1","1976-01-01",384
1784,"Print","5","3","1976-03-01",44
1785,"Print","15","5","1976-05-01",45
1786,"Print","19","2","1976-02-01",386
1787,"Print","19","3","1976-03-01",386
1788,"Print","27","1","1976-01-01",842
1789,"Print","50","4","1976-04-01",46
1790,"Print","72","4","1975-02-28",728
1791,"Print","2","4","1976-04-01",843
1792,"Print","54","2","1976-01-01",48
1793,"Print","53","4","1976-01-01",388
1794,"Print","19","4","1976-04-01",54
1795,"Print","4","2","1975-01-01",844
1796,"Print","11","1","1976-01-01",394
1797,"Print","14","2","1975-01-01",845
1798,"Print","2","4","1975-10-01",734
1799,"Print","14","3","1975-01-01",845
1800,"Print","2","1","1976-01-01",846
1801,"Print","2","8","1975-01-01",62
1802,"Print","98","3","1976-03-01",63
1803,"Print","98","5","1976-05-01",63
1804,"Print","21","2","1976-01-01",66
1805,"Print","8","2","1976-04-01",847
1806,"Print","62","3","1976-03-01",68
1807,"Print","63","1","1976-03-16",68
1808,"Print","63","2","1976-04-01",68
1809,"Print","12","2","1976-02-01",736
1810,"Print","4","1","1976-03-01",69
1811,"Print","6","2","1976-03-31",70
1812,"Print","36","1","1976-03-01",609
1813,"Print","99","1","1976-04-01",71
1814,"Print","4","2","1976-03-01",72
1815,"Print","63","1","1976-03-15",403
1816,"Print","63","2","1976-04-01",403
1817,"Print","35","5","1976-04-01",848
1818,"Print","35","6","1976-05-01",848
1819,"Print","1","1","1975-01-01",849
1820,"Print","24","1","1975-01-01",738
1821,"Print","4","4","1976-03-01",79
1822,"Print","53","2","1976-02-01",406
1823,"Print","70","5 PT.1","1976-05-01",408
1824,"Print","31","4","1976-04-01",850
1825,"Print","","4","1976-04-01",618
1826,"Print","","26","1975-01-01",851
1827,"Print","47","4","1976-04-01",741
1828,"Print","17","2","1976-02-01",83
1829,"Print","17","4","1975-01-01",85
1830,"Print","18","1","1976-01-01",85
1831,"Print","18","2","1976-01-01",85
1832,"Print","22","4","1975-01-01",852
1833,"Print","93","27","1975-09-25",89
1834,"Print","94","16","1976-02-19",89
1835,"Print","50","6","1976-03-16",853
1836,"Print","63","11","1975-11-01",623
1837,"Print","63","9","1975-09-01",623
1838,"Print","13","2","1976-02-01",99
1839,"Print","3","3","1975-01-01",415
1840,"Print","20","1","1975-01-01",744
1841,"Print","20","3","1975-01-01",744
1842,"Print","6","2","1976-04-01",854
1843,"Print","46","1","1976-01-01",855
1844,"Print","61","3","1976-03-01",856
1845,"Print","11","1","1976-01-01",625
1846,"Print","43","","1975-01-01",857
1847,"Print","17","2","1976-02-01",626
1848,"Print","15","4","1976-04-01",422
1849,"Print","12","2","1976-02-01",109
1850,"Print","5","2","1976-03-01",112
1851,"Print","5","3","1976-05-01",112
1852,"Print","46","4","1976-03-31",628
1853,"Print","29","3","1976-03-01",425
1854,"Print","42","3","1976-03-01",113
1855,"Print","126","1","1976-04-01",117
1856,"Print","126","2","1976-05-01",117
1857,"Print","251","8","1976-04-25",119
1858,"Print","251","9","1976-05-10",119
1859,"Print","88","1","1976-05-01",122
1860,"Print","110","5","1975-11-01",858
1861,"Print","119","","1976-04-28",125
1862,"Print","14","5","1976-05-01",859
1863,"Print","42","2","1976-02-01",428
1864,"Print","42","4","1976-04-01",428
1865,"Print","57","5","1976-05-01",127
1866,"Print","32","2","1976-04-01",629
1867,"Print","16","4","1976-04-01",129
1868,"Print","1","2","1975-01-01",860
1869,"Print","16","5-6","1976-05-01",129
1870,"Print","2","2","1976-01-01",860
1871,"Print","43","1","1976-02-01",861
1872,"Print","59","3","1976-03-01",130
1873,"Print","59","4","1976-04-01",130
1874,"Print","55 Spec No","","1976-04-01",132
1875,"Print","57","4","1976-04-01",431
1876,"Print","57","5","1976-05-01",431
1877,"Print","98","10","1976-05-12",135
1878,"Print","98","11","1976-05-26",135
1879,"Print","98","9","1976-04-28",135
1880,"Print","133","5","1976-05-01",140
1881,"Print","143","5","1976-05-01",147
1882,"Print","195","2","1976-02-01",148
1883,"Print","67","3","1976-03-01",150
1884,"Print","93","1","1976-03-01",151
1885,"Print","26","3","1976-03-01",153
1886,"Print","39","2","1976-02-01",862
1887,"Print","15","2","1976-03-01",439
1888,"Print","15","3","1976-05-01",439
1889,"Print","106","5","1976-05-01",156
1890,"Print","41","8","1976-04-16",157
1891,"Print","65","3","1976-03-01",159
1892,"Print","196","3","1976-03-01",160
1893,"Print","197","1","1976-04-01",160
1894,"Print","255","3","1976-03-01",161
1895,"Print","70","5","1975-12-01",445
1896,"Print","26","164","1976-03-01",163
1897,"Print","47","1","1976-03-01",863
1898,"Print","12","5","1975-12-30",165
1899,"Print","51","5","1976-05-01",166
1900,"Print","9","1","1976-02-01",864
1901,"Print","26","2-3","1976-03-18",167
1902,"Print","101","2","1976-02-25",169
1903,"Print","7","2","1976-03-29",451
1904,"Print","1","4","1975-06-01",865
1905,"Print","1","1","1975-01-01",866
1906,"Print","55","1","1976-04-01",867
1907,"Print","115","4","1976-04-01",172
1908,"Print","29","1","1976-01-01",868
1909,"Print","34","2","1976-02-10",175
1910,"Print","17","7","1975-07-01",756
1911,"Print","17","8","1975-08-01",756
1912,"Print","40","3","1976-03-01",869
1913,"Print","","1","1976-02-01",457
1914,"Print","14","1","1976-01-01",870
1915,"Print","19","2","1976-01-01",871
1916,"Print","","7","1975-06-01",872
1917,"Print","28","2","1975-01-01",760
1918,"Print","54","6","1976-03-15",185
1919,"Print","53","12","1975-12-01",644
1920,"Print","34","4","1976-04-01",873
1921,"Print","10","2","1976-03-01",461
1922,"Print","27","2","1976-02-01",874
1923,"Print","27","3","1976-03-01",874
1924,"Print","20","3","1976-03-01",761
1925,"Print","7","2","1976-02-01",875
1926,"Print","4","2","1976-01-01",876
1927,"Print","4","3","1976-01-01",876
1928,"Print","37","3","1976-03-01",187
1929,"Print","8","2","1976-01-01",877
1930,"Print","56","1","1976-01-01",188
1931,"Print","54","1","1976-02-01",463
1932,"Print","14","4","1976-04-01",878
